alpha	RSME	lambda	SE
0.75	0.154056071582	0.5	nan
0.75	0.168166669509	0.6	nan
0.75	0.191882881749	0.7	nan
0.75	0.223102659283	0.8	nan
0.75	0.265632631205	0.9	nan
0.75	0.356285043514	1.0	nan
0.8	0.221643408645	0.0	nan
0.8	0.22239885672	0.1	nan
0.8	0.207768669401	0.2	nan
0.8	0.187341652957	0.3	nan
0.8	0.170298721181	0.4	nan
0.8	0.165516274817	0.5	nan
0.8	0.177778589806	0.6	nan
0.8	0.204613309802	0.7	nan
0.8	0.240453334266	0.8	nan
0.8	0.283581363091	0.9	nan
0.8	0.35737512794	1.0	nan
0.85	0.219276884369	0.0	nan
0.85	0.253433592242	0.1	nan
0.85	0.24929592952	0.2	nan
0.85	0.224579577976	0.3	nan
0.85	0.196397402772	0.4	nan
0.85	0.180998452853	0.5	nan
0.85	0.18929757324	0.6	nan
0.85	0.218940425506	0.7	nan
0.85	0.25959610659	0.8	nan
0.85	0.302756278728	0.9	nan
0.85	0.355762312511	1.0	nan
0.9	0.18992286793	0.0	nan
0.9	0.256115511852	0.1	nan
0.9	0.282990237054	0.2	nan
0.9	0.264662765902	0.3	nan
0.9	0.228555036104	0.4	nan
0.9	0.20113967812	0.5	nan
0.9	0.202898794631	0.6	nan
0.9	0.234171901682	0.7	nan
0.9	0.279151471942	0.8	nan
0.9	0.321414833295	0.9	nan
0.9	0.350201856867	1.0	nan
0.95	0.356555449691	0.0	nan
0.95	0.223719558923	0.1	nan
0.95	0.292572431975	0.2	nan
0.95	0.298992216662	0.3	nan
0.95	0.263585185439	0.4	nan
0.95	0.225660898882	0.5	nan
0.95	0.218596140726	0.6	nan
0.95	0.249549068666	0.7	nan
0.95	0.297850270278	0.8	nan
0.95	0.338165866857	0.9	nan
0.95	0.339620565344	1.0	nan
1.0	0.924962461701	0.0	nan
1.0	0.298307729346	0.1	nan
1.0	0.266361757024	0.2	nan
1.0	0.315435341148	0.3	nan
1.0	0.295696366728	0.4	nan
1.0	0.252930836249	0.5	nan
1.0	0.236172626317	0.6	nan
1.0	0.264477938998	0.7	nan
1.0	0.314915715368	0.8	nan
1.0	0.352607939224	0.9	nan
1.0	0.324893144827	1.0	nan
